cluster,gene,p_val,p_val_adj,avg_log2FC,pct.1,pct.2
1,Mlf1,3.9288076009323346e-7,0.010331192467411668,1.0288391479864778,1,0.927
1,Oasl2,3.932146941287225e-7,0.010339973596808886,0.7724284051735983,1,0.996
1,Tac1,4.852045150023841e-7,0.012758937926502692,0.9830938837334298,1,0.984
1,Tbc1d8,4.878011431977154e-7,0.012827218861527125,1.3245426939084841,0.914,0.76
1,Lgi3,4.892488658574644e-7,0.012865288176587884,-3.1502102993960817,0.486,0.793
1,Adgra1,5.131477602001286e-7,0.013493733502222582,1.4487693496683565,0.914,0.776
1,Atp1b2,5.186538707936118e-7,0.013638522186388816,0.380272081118167,0.971,0.724
1,Gsg1l,5.22388348474704e-7,0.013736724011490816,1.1280903619580034,0.971,0.825
1,Plcb4,5.278903412058678e-7,0.0138814044123495,-1.6122405041077008,0.8,0.911
1,Dlx4,5.614522752302324e-7,0.014763949029454191,3.8132314883942735,0.171,0.012
1,Slc1a5,5.650765867255768e-7,0.014859253924535767,0.6941274023517221,1,0.862
1,Chmp1b,5.861086420689148e-7,0.015412312851844185,0.693443187460475,1,0.988
1,Zmat4,5.896597487699083e-7,0.015505692753653509,1.0382334057064524,1,0.919
1,Zcchc12,5.912781250243001e-7,0.015548249575638997,0.9638561793204596,0.971,0.805
1,Grm4,6.111259514610415e-7,0.01607016801961955,-2.790590039578199,0.314,0.695
1,H2afy,6.20564697264939e-7,0.016318369279278835,0.5060152378025924,1,0.996
1,Racgap1,6.596570852030961e-7,0.017346342712500615,1.056585325032481,1,0.951
1,Ddx21,6.877596460564205e-7,0.018085327652699632,0.3534545869750376,1,0.98
1,Epn3,6.914088709288799e-7,0.018181287669945825,-2.9159544882157657,0.343,0.707
1,Ybx3,7.318610976151639e-7,0.019245019422888348,0.13229410366096062,1,0.98
1,Aldh1a2,7.330227242862137e-7,0.019275565557830273,2.4667313511296003,0.743,0.496
1,Calcb,7.553499839532709e-7,0.019862683178035214,0.8555262361098972,1,0.984
1,March4,7.856919408533732e-7,0.020660555276680304,0.8708672174422496,0.971,0.915
1,Vcl,9.617460874375353e-7,0.02529007511525743,0.7313544813398654,1,0.947
1,Dbndd2,1.115659664048e-6,0.02933738652580621,0.6041030906776994,1,0.996
1,Tmem164,1.1990344785346118e-6,0.031529810647546154,0.6728633730405722,1,0.959
1,Chrnb4,1.2847396383536822e-6,0.033783513530148426,1.8457091119114484,0.771,0.516
1,Sh3kbp1,1.2876728506229842e-6,0.03386064527998199,0.5191470264322238,1,0.972
1,Lpar1,1.3358219363170876e-6,0.03512677363739414,0.7464766946763035,1,0.935
1,Cgnl1,1.3416234029550123e-6,0.035279329004105,-3.801127804135954,0.257,0.642
1,Sox11,1.342016723714963e-6,0.03528967176680867,0.897502450030581,1,0.98
